id,State,Blockname,TreatYear,Treatment,Dosage,DistanceKm,Acres,T,T1,T2,T3,T4,C,C1,C2,C3,C4
34,NC,NC_Yanceyville_2,2016,Btk,24BIUx2,22.4,186,0.99,1,1,,,0.17,0,0,,
35,NC,Parkway N,2016,MD,6g,-0.1,5139,0.97,0.99,0.91,,,0.10,0.04,0.28,,
36,NC,Parkway S,2016,MD,6g,9.7,13387,0.95,0.99,1,,,0.20,0.05,0,,
37,OH,OH_Athens MD,2016,MD,6g,64.5,18477,0.99,1,1,,,0.03,0,0,,
38,OH,OH_Canal Winchester MD,2016,MD,6g,58.5,326,1,1,1,,,0,0,0,,
39,OH,OH_Columbus A MD,2016,MD,6g,51.8,9249,0.99,0.90,0.99,,,0.05,0.97,0.10,,
40,OH,OH_Columbus B MD,2016,MD,15g,55.6,3660,1,1,1,,,0.04,0,0,,
41,OH,OH_Columbus C MD,2016,MD,6g,56.5,253,0.96,-0.19,1,,,0.44,13.02,0,,
42,OH,OH_Corning MD,2016,MD,6g,50.9,8198,0.91,0.92,0.88,,,0.31,0.27,0.41,,
43,OH,OH_Deavertown NPV2-MD,2016,NPV-MD,33.3g,50.6,1027,0.92,0.97,1,,,0.54,0.22,0,,
44,OH,OH_Delaware MD,2016,MD,6g,42,789,1,0.81,0.85,,,0.04,2.30,1.84,,
45,OH,OH_Forest BTK2,2016,Btk,24BIUx2,57.6,167,1,1,1,,,0,0,0.24,,
46,OH,OH_Gahanna BTK-MD,2016,Btk-MD,38BIUx1,43.1,446,1,0.99,0.98,,,0.22,0.74,1.61,,
47,OH,OH_Gahanna-New Albany MD,2016,MD,6g,40.1,5288,0.95,0.84,0.79,,,0.56,1.80,2.37,,
48,OH,OH_Granville BTK-MD,2016,Btk-MD,24BIUx1,25.1,113,0.87,0.99,0.87,,,0.33,0.03,0.31,,
49,OH,OH_Granville MD,2016,MD,6g,25.4,514,0.83,0.89,0.81,,,0.25,0.16,0.28,,
50,OH,OH_Kilbourne A MD,2016,MD,6g,27.9,949,0.97,0.99,0.87,,,0.15,0.03,0.64,,
51,OH,OH_Kilbourne B MD,2016,MD,6g,31.9,2801,0.95,1,1,,,0.61,0,0.03,,
52,OH,OH_Kilbourne B1 BTK-MD,2016,Btk-MD,24BIUx1,33,126,1,1,1,,,0.05,0,0,,
53,OH,OH_Kilbourne B2 BTK-MD,2016,Btk-MD,24BIUx1,31.1,193,0.97,1,1,,,0.66,0,0.06,,
54,OH,OH_Kingston BTK-MD,2016,Btk-MD,24BIUx1,102.9,345,0.93,-2.62,0.96,,,18.82,22442.84,196.86,,
55,OH,OH_Kingston MD,2016,MD,6g,102.3,6712,0.81,-1.25,0.95,,,8.96,2973.47,54.97,,
56,OH,OH_Logan A MD,2016,MD,6g,66.8,1053,0.97,1,1,,,0.76,0,0.09,,
57,OH,OH_Logan B MD,2016,MD,6g,68.2,42066,0.91,0.58,0.69,,,0.31,1.43,1.08,,
58,OH,OH_Marion East MD,2016,MD,6g,27.2,1171,0.94,0.99,0.99,,,6.96,1.56,0.87,,
59,OH,OH_Marion East MIM-MD,2016,MIM-MD,5 oz,28.2,21,0.99,0.99,1,,,9.46,7.68,0.83,,
60,OH,OH_McComb BTK-MD,2016,Btk-MD,24BIUx1,27,139,1,0.98,1,,,0.05,0.48,0.04,,
61,OH,OH_McComb MD,2016,MD,6g,27.1,1575,0.99,0.97,1,,,0.09,0.42,0.06,,
62,OH,OH_Meeker MD,2016,MD,6g,49.1,908,1,1,0.97,,,0.04,0,2.19,,
63,OH,OH_Monnett MD,2016,MD,6g,25.1,649,0.97,0.91,0.97,,,0.15,0.42,0.15,,
64,OH,OH_New Lexington MD,2016,MD,6g,54.4,10704,0.85,0.65,1,,,0.31,0.71,0,,
65,OH,OH_New Riegel MD,2016,MD,6g,16.6,215,0.83,1,0.93,,,0.47,0,0.19,,
66,OH,OH_Northeast Columbus MD,2016,MD,6g,47.9,2306,1,0.98,1,,,0.06,1.15,0.28,,
67,OH,OH_Northwest Columbus A MD,2016,MD,15g,51.4,152,1,0.99,0.97,,,0.24,0.52,2.70,,
68,OH,OH_Northwest Columbus B MD,2016,MD,15g,50.6,197,0.99,1,0.84,,,0.10,0,1.18,,
69,OH,OH_Peoria MD,2016,MD,15g,72.9,401,1,1,0.99,,,0.10,0,0.70,,
70,OH,OH_Pond Run BTK2,2016,Btk,24BIUx2,155.5,102,1,1,1,,,0.01,0,0,,
71,OH,OH_Prospect BTK2,2016,Btk,24BIUx2,45.8,271,1,0.98,1,,,0,1.37,0.25,,
72,OH,OH_Prospect MD,2016,MD,6g,47.1,253,1,1,0.03,,,0.02,0,7.25,,
73,OH,OH_Richwood BTK2,2016,Btk,24BIUx2,57.4,54,0.98,0.98,0.99,,,0.67,0.71,0.19,,
74,OH,OH_Scott BTK-MD,2016,Btk-MD,24BIUx1,29.4,23,,,,,,,,,,
75,OH,OH_Scott MD,2016,MD,15g,29,395,1,0.99,0.98,,,0.02,0.72,1.54,,
76,OH,OH_Tiffin North BTK2,2016,Btk,24BIUx2,4.1,81,,-0.26,0.68,,,,20.77,5.20,,
77,OH,OH_Tiffin South MD,2016,MD,15g,8.2,5712,-4.88,0.34,0.83,,,4.15,0.47,0.12,,
78,OH,OH_Upper Sandusky BTK2,2016,Btk,24BIUx2,38,390,1,0.98,1,,,0.09,3.93,0.15,,
79,OH,OH_Vales Mills MD,2016,MD,6g,88.8,21551,0.70,-0.86,0.86,,,1.07,5.39,0.40,,
80,VA,GHA1,2016,MD,6g,-134.8,124,,,,,,,,,,
81,VA,GHA2,2016,MD,6g,-133.1,124,,,,,,,,,,
82,VA,GHA3,2016,MD,6g,-135.3,124,,,,,,,,,,
83,VA,Pad2,2016,MD,6g,-134,124,,,,,,,,,,
84,VA,Pads1,2016,MD,6g,-135.6,125,,,,,,,,,,
85,VA,Pads4,2016,MD,6g,-131.5,125,,,,,,,,,,
86,VA,Parkway_1,2016,MD,6g,-4.6,12015,0.93,0.97,0.89,,,0.19,0.07,0.31,,
87,VA,VA_Meadows of Dan_1,2016,MD,15g,-15.1,1205,0.95,0.99,0.85,,,0.25,0.05,0.71,,
88,VA,VA_Rocky Knob_1,2016,MD,6g,-21.5,8341,0.89,0.86,0.62,,,0.35,0.44,1.18,,
89,VA,VA_Thompson Valley_1,2016,MD,15g,-7.3,3616,0.86,0.61,0.82,,,0.18,0.50,0.23,,
90,VA,VA_Walker Creek_1,2016,MD,6g,8.1,2405,0.84,0.35,0.86,,,0.23,0.94,0.19,,
91,VA,VA_WalkerMountain_1,2016,MD,6g,-8.6,10056,0.76,0.75,0.41,,,0.24,0.25,0.59,,
92,WI,Barron1,2016,Btk-MD,24BIUx1,36.3,475,0.94,1,0.97,,,0.38,0,0.17,,
93,WI,Barron11,2016,MD,6g,37.4,5336,0.63,0.94,0.83,,,1.03,0.17,0.48,,
94,WI,Barron12,2016,MD,6g,32.3,5430,0.91,0.97,0.91,,,0.53,0.17,0.53,,
95,WI,Barron13,2016,MD,6g,35.6,3449,0.84,0.80,0.93,,,0.52,0.67,0.24,,
96,WI,Barron14,2016,MD,6g,57.7,3495,0.93,0.99,-0.34,,,0.25,0.05,4.97,,
97,WI,Barron3,2016,Btk-MD,24BIUx1,31.8,404,0.97,1,0.98,,,0.42,0,0.19,,
98,WI,Bayfield1,2016,Btk,24BIUx1,6.6,75,0.73,0.90,0.76,,,0.45,0.16,0.39,,
99,WI,Buffalo1,2016,MD,6g,8.5,4425,0.87,0.88,0.93,,,0.23,0.23,0.13,,
100,WI,Buffalo11,2016,MD,6g,8.2,2665,0.97,0.86,0.90,,,0.06,0.33,0.25,,
101,WI,Buffalo12,2016,MD,6g,7.1,2512,0.69,0.87,0.82,,,0.47,0.21,0.27,,
102,WI,Chippewa1,2016,Btk,24BIUx2,-12.9,471,0.94,0.93,0.94,,,0.25,0.31,0.26,,
103,WI,Chippewa11,2016,MD,6g,20.8,6823,0.92,0.69,0.97,,,0.27,1.11,0.10,,
104,WI,Chippewa2,2016,Btk,24BIUx2,3.8,203,0.99,0.98,1,,,0.07,0.19,0.01,,
105,WI,Chippewa3,2016,Btk,24BIUx2,7.6,1086,0.97,0.91,0.98,,,0.30,0.84,0.20,,
106,WI,Chippewa5,2016,Btk,24BIUx2,19.7,224,0.99,1,0.99,,,0.10,0.05,0.16,,
107,WI,Crawford1,2016,Btk-MD,24BIUx1,-0.2,386,1,0.99,0.98,,,0.10,0.32,0.45,,
108,WI,Crawford11,2016,MD,6g,-8.7,3187,0.97,0.76,0.91,,,0.06,0.50,0.19,,
109,WI,Crawford13,2016,MD,6g,-0.4,3275,0.97,0.94,0.93,,,0.19,0.42,0.51,,
110,WI,Crawford2,2016,Btk,24BIUx2,20,351,0.98,0.94,0.27,,,0.29,0.83,9.83,,
111,WI,Crawford4,2016,Btk-MD,24BIUx1,-8,287,0.98,0.81,0.96,,,0.09,0.78,0.18,,
112,WI,Douglas1,2016,Btk-MD,24BIUx1,2.5,234,0.96,0.83,0.81,,,0.05,0.26,0.28,,
113,WI,Douglas11,2016,MD,6g,4.5,7805,0.88,0.79,0.83,,,0.17,0.29,0.23,,
114,WI,Douglas2,2016,Btk-MD,24BIUx1,1.6,273,0.80,0.48,0.56,,,0.18,0.45,0.39,,
115,WI,Douglas3,2016,Btk,24BIUx2,19.4,265,0.85,0.74,0.82,,,0.59,1.02,0.71,,
116,WI,Douglas4,2016,Btk-MD,24BIUx1,6.7,299,0.95,0.96,1,,,0.26,0.23,0.02,,
117,WI,Douglas5,2016,Btk-MD,24BIUx1,3,334,0.92,0.76,0.60,,,0.09,0.26,0.43,,
118,WI,Douglas6,2016,Btk-MD,24BIUx1,4.3,124,0.97,0.95,0.98,,,0.06,0.11,0.03,,
119,WI,Douglas7,2016,Btk,24BIUx2,29.2,92,0.99,0.98,0.91,,,0.22,0.43,1.90,,
120,WI,Dunn1,2016,Btk-MD,24BIUx1,42.3,241,0.99,0.91,0.98,,,0.03,0.56,0.15,,
121,WI,Dunn10,2016,Btk-MD,24BIUx1,26.3,146,1,0.85,0.04,,,0.01,1.11,7.05,,
122,WI,Dunn12,2016,Btk-MD,24BIUx1,18.7,213,1,0.82,0.99,,,0.04,2.35,0.11,,
123,WI,Dunn13,2016,Btk-MD,24BIUx1,19.7,513,0.97,0.91,0.99,,,0.32,1.08,0.06,,
124,WI,Dunn16,2016,Btk,24BIUx2,19.7,317,0.90,0.72,0.82,,,0.28,0.80,0.50,,
125,WI,Dunn17,2016,Btk,24BIUx2,20.8,430,0.67,0.95,0.96,,,1.62,0.24,0.21,,
126,WI,Dunn2,2016,Btk-MD,24BIUx1,22.7,459,0.96,0.76,0.63,,,0.17,1.11,1.69,,
127,WI,Dunn21,2016,MD,6g,47.2,6085,0.93,0.85,0.96,,,0.20,0.46,0.12,,
128,WI,Dunn22,2016,MD,6g,27.7,58853,0.96,0.51,-0.50,,,0.17,2.01,6.13,,
129,WI,Dunn23,2016,MD,6g,43,4728,0.97,0.77,0.97,,,0.06,0.52,0.07,,
130,WI,Dunn3,2016,Btk-MD,24BIUx1,17.5,275,1,0.82,1,,,0.03,1.31,0,,
131,WI,Dunn4,2016,Btk-MD,24BIUx1,15.9,101,0.99,0.53,1,,,0.03,1.62,0,,
132,WI,Dunn5,2016,Btk-MD,24BIUx1,21.2,710,0.97,0.88,0.86,,,0.20,0.94,1.04,,
133,WI,Dunn6,2016,Btk-MD,24BIUx1,24.8,333,0.99,0.71,0.63,,,0.08,2.83,3.57,,
134,WI,Dunn7,2016,Btk,24BIUx2,16.3,1613,0.98,0.94,0.90,,,0.16,0.57,0.99,,
135,WI,Dunn8,2016,Btk,24BIUx2,43,140,0.69,0.62,0.32,,,0.59,0.74,1.31,,
136,WI,Dunn9,2016,Btk-MD,24BIUx1,29.8,341,0.99,0.46,-4.60,,,0.05,4.90,51.03,,
137,WI,EauClaire1,2016,Btk-MD,24BIUx1,3.8,218,0.94,0.77,0.86,,,0.17,0.66,0.40,,
138,WI,EauClaire11,2016,MD,6g,4.9,8009,0.84,0.82,0.82,,,0.29,0.33,0.33,,
139,WI,EauClaire2,2016,Btk-MD,24BIUx1,3.3,222,0.70,0.86,0.81,,,0.82,0.37,0.52,,
140,WI,EauClaire3,2016,Btk,24BIUx2,7.1,294,0.85,0.80,0.99,,,1.18,1.53,0.10,,
141,WI,Grant1,2016,Btk-MD,24BIUx1,-11.3,149,0.73,0.66,-0.45,,,0.14,0.18,0.77,,
142,WI,Grant11,2016,MD,6g,8.7,2675,0.96,0.93,0.96,,,0.24,0.37,0.24,,
143,WI,Grant12,2016,MD,6g,-5.7,25976,0.94,0.92,0.78,,,0.11,0.15,0.41,,
144,WI,Grant13,2016,MD,6g,6.3,6194,0.89,0.92,0.50,,,0.20,0.14,0.91,,
145,WI,Green1,2016,Btk,24BIUx2,-21.6,93,0.60,0.89,0.90,,,2.22,0.58,0.58,,
146,WI,Lacrosse1,2016,Btk,24BIUx2,-12.4,573,0.98,0.83,0.93,,,0.08,0.64,0.28,,
147,WI,Lafayette1,2016,Btk,24BIUx2,15.3,189,0.99,0.90,0.70,,,0.06,0.66,1.88,,
148,WI,Lafayette2,2016,Btk,24BIUx2,-10.8,191,0.79,0.98,0.80,,,1.08,0.12,1.03,,
149,WI,Lafayette3,2016,Btk,24BIUx2,0.1,181,0.91,0.93,0.97,,,0.85,0.64,0.31,,
150,WI,Pepin11,2016,MD,6g,17.6,2547,0.88,0.97,0.94,,,0.30,0.07,0.15,,
151,WI,Richland1,2016,Btk,24BIUx2,-17.5,232,0.94,0.96,0.91,,,0.84,0.62,1.22,,
152,WI,Richland2,2016,Btk-MD,24BIUx1,-9.8,204,0.98,0.80,0.92,,,0.05,0.40,0.15,,
153,WI,Richland3,2016,Btk,24BIUx1,-26.8,407,0.75,0.77,0.66,,,0.94,0.88,1.25,,
154,WI,Rusk1,2016,Btk,24BIUx2,16.5,405,0.88,0.83,0.96,,,0.90,1.22,0.27,,
155,WI,Rusk11,2016,MD,6g,13.6,8670,0.90,0.97,0.86,,,0.55,0.14,0.74,,
156,WI,Rusk13,2016,MD,6g,45.1,3253,0.83,0.52,0.97,,,0.36,1.05,0.06,,
157,WI,Rusk2,2016,Btk,24BIUx2,-5.8,353,0.83,0.75,0.62,,,0.79,1.13,1.75,,
158,WI,Rusk3,2016,Btk,24BIUx2,4,408,0.47,0.63,0.65,,,0.96,0.67,0.63,,
159,WI,Rusk4,2016,Btk,24BIUx2,2.3,344,0.55,0.96,0.97,,,1.03,0.10,0.08,,
160,WI,Sawyer1,2016,Btk,24BIUx2,-6.2,340,0.98,0.93,0.87,,,0.11,0.50,0.85,,
161,WI,Sawyer11,2016,MD,6g,15.2,1838,0.93,1,0.96,,,0.24,0,0.14,,
162,WI,Sawyer2,2016,Btk,24BIUx2,12,497,0.93,0.91,0.95,,,0.34,0.42,0.22,,
163,WI,Sawyer3,2016,Btk,24BIUx2,42.1,168,1,0.97,0.96,,,0.01,0.12,0.15,,
164,WI,StCroix11,2016,MD,6g,57.9,1854,0.89,1,0.98,,,0.28,0,0.05,,
165,WI,StCroix12,2016,MD,6g,57.9,2570,0.55,0.95,0.89,,,0.88,0.09,0.22,,
166,WI,Trempealeau1,2016,Btk,24BIUx2,-18.8,154,0.71,0.62,0.55,,,0.33,0.42,0.51,,
167,WI,Trempealeau11,2016,MD,6g,-6.5,14179,0.84,0.71,0.84,,,0.23,0.39,0.22,,
168,WI,Trempealeau12,2016,MD,6g,5.9,1991,0.91,0.95,0.78,,,0.28,0.16,0.68,,
169,WI,Trempealeau2,2016,Btk,24BIUx2,-10.6,110,0.79,0.88,0.81,,,0.32,0.19,0.30,,
170,WI,Trempealeau3,2016,Btk,24BIUx2,-15.1,331,0.73,0.33,0.69,,,0.29,0.72,0.33,,
171,WI,Trempealeau4,2016,Btk,24BIUx2,-18.1,574,0.87,0.61,0.53,,,0.22,0.69,0.82,,
172,WI,Trempealeau5,2016,Btk,24BIUx2,-15.1,106,0.65,0.50,0.21,,,0.27,0.39,0.61,,
173,WI,Vernon1,2016,Btk,24BIUx2,-5.7,156,0.98,0.96,0.99,,,0.40,0.92,0.31,,
174,WI,Vernon11,2016,MD,6g,13.1,15653,0.94,0.90,0.96,,,0.11,0.20,0.09,,
175,WI,Vernon12,2016,MD,6g,-10.8,2415,0.92,0.89,0.93,,,0.24,0.34,0.21,,
176,WI,Vernon3,2016,Btk,24BIUx2,-20.3,595,0.98,0.89,0.56,,,0.36,1.75,6.98,,
177,WI,Vernon4,2016,Btk,24BIUx2,-22.2,162,0.89,0.72,-1.08,,,0.48,1.17,8.83,,
