id,State,Blockname,TreatYear,Treatment,Dosage,DistanceKm,Acres,T,T1,T2,T3,T4,C,C1,C2,C3,C4
16,IN,Lofgren  09,2009,Btk,24BIUx1,-10.7,752,0.57,0.56,0.69,0.64,0.87,0.44,0.45,0.32,0.37,0.14
17,IN,Memorial Park 09,2009,Btk,25BIUx2,-1.3,183,0.76,0.64,0.73,0.85,0.96,1.15,1.73,1.28,0.73,0.18
18,IN,Papermill 09,2009,Btk,25BIUx2,-7.4,186,0.90,0.96,0.96,0.97,0.99,1.18,0.44,0.45,0.30,0.13
19,IN,Smith Field 09,2009,Btk,25BIUx2,-10,2085,-2.01,0.83,0.24,0.89,0.83,4.56,0.26,1.15,0.16,0.26
20,IN,St Joe 09,2009,Btk,25BIUx2,-6.9,461,-0.12,0.67,0.94,0.87,0.94,8.11,2.39,0.45,0.93,0.47
21,IN,State Road Thirty Nine,2009,Dim,1oz,0.2,50,1,0.98,0.99,1,1,0.11,1.01,0.46,0.05,0.11
22,IN,Vance Avenue 09,2009,Btk,25BIUx2,-4,209,-4.70,-6.57,0.40,0.65,0.62,6.77,9.01,0.72,0.41,0.46
23,IN,Warsaw Five 09,2009,MD,6g,8.4,126,0.94,0.71,0.76,-2.09,0.69,0.18,0.89,0.74,9.46,0.95
24,IN,Warsaw Four 09,2009,MD,6g,6.1,151,0.96,0.57,0.97,-0.62,0.72,0.07,0.77,0.05,2.89,0.49
25,IN,Warsaw One 09,2009,MD,6g,2.6,741,0.65,0.65,0.60,0.76,0.38,0.38,0.38,0.43,0.25,0.67
26,IN,Warsaw Three 09,2009,MD,6g,7.5,295,0.89,0.85,0.94,0.80,0.82,0.57,0.80,0.33,1.08,0.95
27,IN,Warsaw Two A 09,2009,MD,6g,-4.1,13,0.88,0,0.39,0.94,0.33,0.11,0.94,0.57,0.06,0.63
28,IN,Warsaw Two B 09,2009,MD,6g,-2,627,0.43,0.50,-0.26,0.91,0.21,0.45,0.39,0.99,0.07,0.63
29,IN,Warsaw Two C 09,2009,MD,6g,-1.4,22,0.65,0.63,0.33,0.91,0.27,0.42,0.44,0.81,0.10,0.88
30,IN,Warsaw Two D 09,2009,MD,6g,-1.6,142,0.82,0.46,-0.52,0.98,0.33,0.20,0.61,1.73,0.02,0.76
31,IN,Warsaw Two E 09,2009,MD,6g,-0.8,153,0.90,0.67,0.63,0.67,-0.43,0.09,0.28,0.31,0.28,1.21
32,IN,Warsaw Two F 09,2009,MD,6g,0.4,556,0.87,0.43,0.43,0.81,0.25,0.13,0.58,0.58,0.19,0.76
33,IN,Warsaw Two G 09,2009,MD,6g,0.1,106,0.61,0.54,0.65,0.95,0.43,0.48,0.57,0.43,0.06,0.70
34,IN,Warsaw Two H 09,2009,MD,6g,-3.5,455,0.89,0.71,0.47,0.95,0.65,0.17,0.45,0.82,0.08,0.54
35,IN,Warsaw Two I 09,2009,MD,6g,-1.2,133,0.83,0.29,-0.15,0.90,-1.09,0.12,0.51,0.83,0.07,1.49
36,MN,Alfred Creek,2009,Btk,24BIUx2,-18.9,374,0.37,0.70,0.95,0.86,0.86,2.92,1.37,0.22,0.63,0.64
37,MN,Carlton Creek,2009,Btk,24BIUx2,-16.5,343,0.76,0.39,0.97,0.97,0.97,1.05,2.64,0.12,0.15,0.13
38,MN,Castle Danger,2009,MD,6g,3.2,45882,0.97,0.95,0.81,0.12,0.57,0.09,0.13,0.48,2.26,1.09
39,MN,Hart Township,2009,MD,6g,37.9,1730,0.94,0.63,1,1,-1.62,0.14,0.54,0,0,3.84
40,MN,Hovland,2009,MD,6g,-59.5,13232,0.99,0.99,0.95,0.93,0.94,0.02,0.03,0.16,0.23,0.20
41,MN,Kings Bluff,2009,MD,6g,16.4,16123,0.91,0.92,0.82,-0.06,0.49,0.16,0.15,0.33,1.92,0.91
42,MN,Minnetonka,2009,Btk,24BIUx2,151.8,303,0.98,1,1,1,0.99,0.81,0,0,0,2.98
43,MN,Oak Ridge,2009,MD,6g,41,13915,0.86,0.96,0.50,0.94,0,0.27,0.06,0.82,0.10,1.66
44,MN,Onion River,2009,MD,15g,-16.1,1094,0.99,0.97,0.60,0.67,0.80,0.02,0.05,0.61,0.51,0.31
45,MN,Richfield,2009,Btk,24BIUx2,139.4,382,1,1,1,1,1,0,0,0,0.33,0
46,MN,Split Rock Point,2009,MD,6g,-5.5,9555,0.86,0.94,0.64,0.47,0.57,0.29,0.13,0.76,1.14,0.93
47,MN,Spruce Creek,2009,MD,15g,-20.1,1023,0.99,0.82,0.88,0.82,0.86,0.05,0.69,0.47,0.69,0.53
48,MN,Winona,2009,MD,6g,30.7,5259,1,0.98,1,0.91,0.81,0,0.05,0.01,0.26,0.44
49,NC,Bracey,2009,Btk,25BIUx2,28.1,403,1,1,0.94,0.96,1,0.03,0.01,1.01,0.68,0.07
50,NC,Carolla,2009,Btk,25BIUx1,74.3,365,0.62,1,1,0.82,-0.48,0.06,0,0,0.03,0.24
51,NC,Kitty Hawk Btk,2009,Btk,25BIUx1,121.8,204,0.92,0.88,1,0.96,0.91,1.29,2.09,0.14,0.71,1.52
52,NC,Kitty Hawk Gypchek,2009,NPV,5x10^11,121.8,303,0.93,0.57,1,0.86,0.82,0.53,3.46,0.08,1.10,1.47
53,NC,Knotts Island N,2009,Btk,25BIUx1,68.9,401,0.23,0.56,0.61,-1.55,0.03,0.87,0.50,0.44,2.87,1.10
54,NC,Oxford,2009,Btk,25BIUx2,32.2,175,0.99,1,1,0.98,1,0.40,0,0,0.70,0
55,OH,Alger09B_MD,2009,MD,6g,70.3,25,,,,,,,,,,
56,OH,Big Plain_BTK,2009,Btk,24BIUx2,81.7,19,-0.27,0.81,0.88,1,1,14.06,2.09,1.30,0,0
57,OH,Hallsville09_MD,2009,MD,15g,102.6,10542,0.82,0.87,0.85,0.03,0.67,0.48,0.33,0.39,2.53,0.85
58,OH,Hamden09_BTK,2009,Btk,24BIUx1,107.7,54,0.96,1,1,0.87,1,0.51,0,0.05,1.92,0
59,OH,Hamden09_MD,2009,MD,6g,107.8,517,0.92,1,0.99,0.72,1,0.53,0.03,0.06,1.85,0
60,OH,Kalida09A_MD,2009,MD,6g,37.4,292,0.99,1,1,0.89,0.81,0.13,0,0,1.01,1.74
61,OH,Kalida09B_MD,2009,MD,6g,37.6,23,0.98,1,1,0.71,0.60,0.05,0,0,0.94,1.28
62,OH,Kingscreek09A_MD,2009,MD,6g,89.6,1225,0.85,0.87,0.92,0.50,0.21,0.38,0.34,0.20,1.73,2
63,OH,Londonderry09_BTK,2009,Btk,24BIUx1,103.9,741,0.96,0.99,0.87,0.33,0.85,0.29,0.07,0.90,4.65,1.04
64,OH,McArthur09_BTK,2009,Btk,24BIUx2,94.5,1202,0.99,0.48,1,0.96,1,0.20,13.94,0.09,1.09,0
65,OH,McArthur09_MD,2009,MD,15g,96,3420,0.96,0.52,0.97,0.94,0.97,0.18,2.35,0.15,0.28,0.16
66,OH,Mulga09_MD,2009,MD,6g,103.7,10921,0.97,0.95,0.88,0.53,0.84,0.16,0.21,0.54,2.17,0.74
67,OH,Ottawa09A_MD,2009,MD,6g,31.6,476,0.93,0.97,-4.48,0.98,0.76,0.80,0.32,65.34,0.20,2.81
68,OH,Ottawa09B_MD,2009,MD,6g,31.5,125,0.91,0.94,-0.24,0.98,0.87,0.71,0.49,9.50,0.17,1
69,OH,Ottawa09C_MD,2009,MD,6g,32.8,158,0.91,1,0,0.97,0.85,0.73,0,7.79,0.20,1.19
70,OH,WashingtonCH09_GroundTrt,2009,Dim,1oz,109.6,1,,,,,,,,,,
71,OH,Yellow Springs09_GroundTrt,2009,Dim,1oz,134.1,1,,,,,,,,,,
72,VA,Brumley,2009,MD,6g,45.5,12188,0.99,1,0.99,0.63,0.88,0.16,0,0.13,9.69,4.88
73,VA,Clarksville North_MD,2009,MD,6g,-1.6,765,0.68,0.78,0.80,0.84,0.90,5.90,4.14,3.76,3,1.84
74,VA,GR2,2009,MD,3g,-135.5,62,,,,,,,,,,
75,VA,GR7,2009,MD,3g,-138.2,62,,,,,,,,,,
76,VA,Jackson1,2009,MD,3g,-158,62,,,,,,,,,,
77,VA,Jackson3,2009,MD,3g,-156.5,61,,,,,,,,,,
78,VA,Jewel Ridge VA,2009,MD,6g,13.9,61699,0.99,1,0.98,0.94,0.76,0.04,0.03,0.15,0.41,1.54
79,VA,MD-BF-6-1,2009,MD,6g,-151.5,62,,,,,,,,,,
80,VA,MD-BF-6-2,2009,MD,6g,-148.3,62,,,,,,,,,,
81,VA,MD-F-6-1,2009,MD,6g,-151.2,62,,,,,,,,,,
82,VA,MD-F-6-2,2009,MD,6g,-146.5,62,,,,,,,,,,
83,VA,Mount Hermon,2009,MD,6g,3.3,10141,0.93,0.93,0.80,0.87,0.67,0.11,0.11,0.32,0.21,0.53
84,VA,Mount Hermon_2,2009,MD,6g,6.8,1061,0.77,0.98,0.91,0.90,0.63,0.83,0.06,0.34,0.37,1.36
85,VA,Nebo,2009,MD,6g,0.1,15523,0.93,0.95,0.88,0.96,0.73,0.93,0.57,1.47,0.45,3.42
86,VA,Omega_MD,2009,MD,6g,-12.5,3019,0.97,0.99,0.82,0.65,0.78,0.32,0.11,1.70,3.42,2.13
87,VA,Patrick Springs,2009,MD,6g,-6.8,1512,0.97,0.94,0.84,0.51,0.94,0.07,0.16,0.44,1.40,0.18
88,VA,Sanville,2009,MD,6g,2.2,3062,0.90,0.95,-0.09,0.61,0.84,0.19,0.10,2.20,0.79,0.33
89,VA,Tazewell South A,2009,MD,15W,5.1,3199,1,1,1,0.95,0.98,0.02,0,0.01,0.74,0.21
90,VA,Tazewell South B,2009,MD,15W,1.3,5680,0.98,0.99,0.93,0.99,0.83,0.14,0.08,0.58,0.10,1.35
91,VA,Tazewell South C,2009,MD,15W,-0.5,4568,0.94,0.98,0.96,0.99,0.91,0.83,0.29,0.62,0.09,1.24
92,WI,Bayfield15,2009,MD,6g,-0.2,7736,0.37,0.90,0.78,0.28,0.63,0.90,0.14,0.32,1.03,0.53
93,WI,Bayfield21,2009,Btk,24BIUx2,-19.7,468,0.74,0.51,0.66,0.74,0.80,0.49,0.90,0.63,0.49,0.37
94,WI,Bayfield25,2009,Btk,24BIUx2,-55.6,618,0.01,-0.63,-1.33,-0.49,-0.25,0.65,1.08,1.54,0.98,0.83
95,WI,Bayfield26,2009,Btk,24BIUx2,-50.9,231,-0.63,-0.84,-0.87,,-0.77,1.01,1.14,1.15,,1.10
96,WI,Bayfield27,2009,Btk,24BIUx2,-48.1,226,0.05,-1.25,-1.76,,,0.42,0.99,1.21,,
97,WI,Bayfield28,2009,Btk,24BIUx2,-43.1,214,-1,-1.44,0.13,-2.47,-2.08,0.74,0.90,0.32,1.28,1.14
98,WI,Bayfield29,2009,MD,6g,-63.8,10818,0.81,0.58,0.80,0.76,0.62,0.45,0.99,0.48,0.56,0.89
99,WI,Chippewa1,2009,MD,6g,-28.5,1090,0.93,0.99,0.52,0.19,0.75,0.17,0.03,1.25,2.13,0.65
100,WI,Chippewa4,2009,MD,6g,9.4,2326,0.92,0.96,0.44,0.50,0.57,0.18,0.09,1.33,1.17,1.02
101,WI,Chippewa5,2009,Btk,24BIUx2,-17.2,1951,0.74,0.41,0.33,-0.75,0.19,0.36,0.80,0.92,2.39,1.11
102,WI,Clark11,2009,MD,6g,-49.3,36078,0.54,0.94,0.41,0.52,0.18,0.96,0.13,1.23,0.99,1.71
103,WI,Clark12,2009,Btk,24BIUx2,-50.3,641,0.42,0.54,0.69,0.42,-1.88,0.97,0.77,0.52,0.98,4.82
104,WI,Clark19,2009,Btk,24BIUx2,-56.2,590,0.60,0.61,0,0.32,0.55,0.65,0.64,1.63,1.12,0.73
105,WI,Clark50,2009,Btk,24BIUx2,-51.1,193,0.34,0.89,0.91,0.80,0.80,0.81,0.13,0.11,0.25,0.25
106,WI,Crawford1,2009,Btk,24BIUx2,37,1433,-1.12,0.95,1,0.98,0.67,6.39,0.15,0.01,0.06,0.99
107,WI,Dunn1,2009,MD,6g,28.4,2340,0.99,0.95,0.72,0.25,0.39,0.04,0.18,0.95,2.53,2.07
108,WI,EauClaire101,2009,MD,6g,-43.6,4285,0.57,0.93,-0.79,0.22,0.94,0.60,0.09,2.53,1.11,0.08
109,WI,EauClaire3,2009,Btk,24BIUx2,-14.4,1460,0.70,0.92,0.51,0.99,0.81,1.27,0.32,2.07,0.05,0.82
110,WI,EauClaire4,2009,MD,6g,-7.1,840,0.70,0.61,0.81,0.94,0.03,0.47,0.62,0.29,0.10,1.51
111,WI,EauClaire5,2009,MD,6g,5.3,2351,1,1,0.59,-1.63,0.45,0.01,0.01,1.34,8.66,1.80
112,WI,EauClaire6,2009,MD,6g,-34.7,11127,0.40,0.92,0.41,0.61,0.35,1.64,0.21,1.60,1.06,1.77
113,WI,Grant1,2009,Btk,24BIUx2,-0.9,1890,0.83,0.29,0.72,0.39,0.32,0.44,1.90,0.75,1.61,1.80
114,WI,Grant2,2009,Btk,24BIUx2,-8.1,744,0.77,-1.27,0.83,0.97,0.74,0.43,4.28,0.32,0.06,0.49
115,WI,Grant501,2009,Btk,24BIUx2,14.2,517,-0.60,-0.02,-0.25,-0.07,0.65,4.41,2.82,3.46,2.96,0.97
116,WI,Green1,2009,Btk,24BIUx2,-40.6,111,0.04,0.33,0.16,0.77,0.53,0.27,0.19,0.24,0.06,0.13
117,WI,Iowa1,2009,Btk,24BIUx2,-37.3,119,0.45,0,-1.19,0.46,0.41,0.31,0.56,1.22,0.30,0.33
118,WI,Jackson1,2009,Btk,24BIUx2,-25.1,2108,0.74,0.93,0.84,0.67,0.84,1.52,0.43,0.94,1.88,0.91
119,WI,Jackson2,2009,Btk,24BIUx2,-31.1,1108,0.78,0.74,0.77,0.78,0.55,0.98,1.15,1,0.95,1.98
120,WI,LaCrosse1,2009,Btk,24BIUx2,1,523,-3.04,0.10,1,0.15,0.49,18.49,4.09,0.01,3.87,2.33
121,WI,LaCrosse10,2009,MD,6g,-0.2,1357,0.66,0.79,0.63,0.99,0.36,0.61,0.38,0.68,0.02,1.16
122,WI,LaCrosse2,2009,Btk,24BIUx2,-8.3,197,0.90,0.84,0.19,0.37,0.44,0.24,0.39,1.99,1.55,1.38
123,WI,LaCrosse4,2009,MD,6g,8.1,476,0.88,1,1,0.63,0.53,0.25,0,0,0.79,1
124,WI,LaCrosse5,2009,MD,6g,0.8,1303,0.99,1,0.82,1,0.59,0.03,0.01,0.48,0,1.10
125,WI,LaCrosse6,2009,MD,6g,4.4,1764,0.64,1,0.84,0.92,0.26,0.82,0.01,0.37,0.18,1.70
126,WI,LaCrosse7,2009,MD,6g,3.7,2034,0.90,0.65,0.34,1,0.15,0.21,0.77,1.47,0.01,1.89
127,WI,LaCrosse9,2009,MD,6g,-1.8,917,0.51,0.52,0.58,0.95,0.52,0.75,0.74,0.65,0.08,0.74
128,WI,Monroe1,2009,Btk,24BIUx2,-22.8,3686,0.92,0.81,0.73,0.94,0.85,0.13,0.31,0.44,0.09,0.24
129,WI,Monroe15,2009,Btk,24BIUx2,-26,866,0.90,0.81,0.87,0.92,0.90,0.09,0.19,0.12,0.08,0.10
130,WI,Monroe5,2009,Btk,24BIUx2,-60.2,181,0.37,0.80,0.87,0.84,,1.98,0.63,0.42,0.50,
131,WI,Rusk1,2009,Btk,24BIUx2,19.4,225,0.82,0.61,0.98,0.70,0.55,0.45,0.96,0.05,0.75,1.12
132,WI,Rusk2,2009,MD,6g,14.9,24611,0.40,0.92,0.76,0.63,0.41,1.04,0.14,0.42,0.65,1.02
133,WI,Trempealeau1,2009,MD,6g,-10.3,1405,0.80,0.95,0.70,0.92,0.71,0.47,0.11,0.71,0.20,0.68
134,WI,Trempealeau2,2009,MD,6g,14.8,2348,1,1,0.88,0.97,0.89,0,0,0.23,0.06,0.21
135,WI,Trempealeau3,2009,MD,6g,-8.4,692,1,0.76,0.49,0.83,0.77,0.01,0.50,1.07,0.37,0.49
136,WI,Vernon11,2009,MD,6g,0.3,2534,0.97,0.97,0.12,0.90,0.31,0.04,0.04,1.18,0.13,0.93
137,WI,Vernon2,2009,Btk,24BIUx2,6.3,930,0.79,-0.91,-0.47,0.83,0.25,0.38,3.36,2.58,0.30,1.32
138,WI,Vernon3,2009,Btk,24BIUx2,-20.3,2896,0.81,0.64,0.73,0.74,0.90,0.32,0.62,0.46,0.46,0.17
139,WI,Vernon4,2009,Btk,24BIUx2,-19.9,1346,0.76,0.39,0.07,0.77,0.68,0.23,0.60,0.91,0.23,0.32
140,WI,Vernon5,2009,Btk,24BIUx2,-16.8,481,0.51,0.67,0.86,0.96,0.95,0.71,0.48,0.21,0.06,0.07
141,WI,Vernon501,2009,Btk,24BIUx2,-4.9,1468,0.91,0.67,0.63,-1.36,0.89,0.14,0.54,0.61,3.87,0.17
142,WI,Vernon6,2009,Btk,24BIUx2,1.5,234,0.59,-0.55,0.50,0.43,-0.03,0.55,2.10,0.68,0.77,1.39
143,WI,Washburn1,2009,MD,6g,49.9,2708,1,0.92,0.45,1,0.67,0,0.18,1.19,0,0.70
144,WI,lacrosse15,2009,MD,6g,0.4,932,0.79,0.40,0.76,0.94,-0.21,0.34,0.96,0.38,0.09,1.93
145,WI,vernon30,2009,Btk,24BIUx2,-0.3,551,0.87,0.60,0.68,0.95,0.64,0.23,0.68,0.54,0.08,0.61
146,WV,Jewell Ridge WV,2009,MD,6g,7.5,6930,0.99,0.99,0.97,0.83,0.88,0.09,0.08,0.17,1,0.70
