id,State,Blockname,TreatYear,Treatment,Dosage,DistanceKm,Acres,T,T1,T2,T3,T4,C,C1,C2,C3,C4
15,IL,Yorkville BTK,2012,Btk,24BIUx2,15.4,1257,0.99,0.75,0.73,-4.04,-0.54,0.16,3.28,3.65,67.54,20.68
16,IN,Briar Ridge 12,2012,MD,6g,5.8,1175,1,1,1,1,0.99,0,0,0,0,0.07
17,IN,Cobbs Corner 12,2012,Btk,25BIUx2,14.3,227,1,1,1,1,0.99,0.02,0,0.02,0,0.34
18,IN,Maples A ground,2012,Btk,24BIUx1,2.1,10,,,,,,,,,,
19,IN,Maples B ground,2012,Btk,24BIUx1,1.3,12,,,,,,,,,,
20,IN,Maples C ground,2012,Btk,24BIUx1,-1.2,12,,,,,,,,,,
21,IN,Maples D ground,2012,Btk,24BIUx1,-0.8,12,,,,,,,,,,
22,IN,Oak Savannah 12,2012,MD,6g,4.6,4911,1,0.87,0.52,0.91,0.81,0,0.14,0.53,0.10,0.21
23,IN,Rochester North 12,2012,MD,6g,30.4,438,1,0.97,0.89,0.94,0.86,0,0.39,1.54,0.88,1.96
24,IN,Rochester Northwest 12,2012,MD,6g,29.6,622,1,0.98,0.84,0.48,0.86,0,0.24,1.90,6.15,1.67
25,IN,Rochester South 12-1,2012,MD,6g,35,484,1,1,1,0.98,0.95,0,0,0,0.28,0.73
26,IN,Rochester South 12-2,2012,MD,6g,37,34,,,,,,,,,,
27,IN,Rochester South 12-3,2012,MD,6g,37.5,101,1,1,1,1,0.99,0,0.11,0,0.10,0.64
28,MN,Boulder Lake,2012,MD,6g,47.8,38262,0.96,0.97,0.96,0.86,0.80,0.11,0.08,0.12,1.62,2.90
29,MN,Cloquet SuperBlock,2012,MD,6g,58.8,98347,0.76,0.91,0.87,0.97,0.83,0.84,0.19,0.28,0.10,0.37
30,MN,Fairbanks,2012,MD,6g,33,13873,0.98,0.96,0.96,0.93,0.83,0.04,0.09,0.08,1.78,0.39
31,NC,Ruffin,2012,MD,15g,29,1639,1,1,1,1,1,0,0.38,0.04,0,0.26
32,OH,AW Marion MD,2012,MD,15g,75.8,243,1,1,1,0.99,1,0,0.19,0.21,0.54,0
33,OH,Beaver MD,2012,MD,15g,126.9,115,1,1,1,1,1,0,0,0.81,1.83,0
34,OH,Delphos MD,2012,MD,6g,54.3,41,0.98,1,1,1,1,0.92,0.14,0.11,0,0.12
35,OH,East Liberty MD,2012,MD,6g,83.7,497,0.99,0.98,0.99,1,1,0.37,1.11,0.31,0,0
36,OH,Five Points MD,2012,MD,15g,90.7,344,1,1,1,1,1,0,0,0,0,0
37,OH,Foraker A MD,2012,MD,6g,68.4,72,0.97,0.98,1,1,1,0.33,0.21,0,0.06,0
38,OH,Foraker B MD,2012,MD,6g,69.3,56,0.98,0.96,1,1,1,0.31,0.70,0,0.03,0
39,OH,Harrisburg MD,2012,MD,6g,80,216,1,1,0.91,1,1,0,0,1.46,0.04,0
40,OH,McArthur MD,2012,MD,6g,101.2,488,0.99,0.89,0.96,1,1,0.11,2.21,0.77,0.05,0
41,OH,Mulga MD,2012,MD,6g,108.1,565,0.93,0.88,1,1,1,2.10,3.72,0,0.11,0
42,OH,NW Columbus Grd,2012,Btk,24BIUx1,58.2,1,,,,,,,,,,
43,OH,New Plymouth A BTK,2012,Btk-MD,24BIUx1,84.8,827,1,1,0.99,0.97,0.98,0.11,0,0.35,1.03,2.27
44,OH,New Plymouth B BTK,2012,Btk-MD,24BIUx1,79.5,482,0.99,1,1,0.99,1,0.15,0,0.01,0.16,0
45,OH,Payne MD,2012,MD,6g,18.2,37,0.99,0.99,0.99,1,0.99,0.21,0.15,0.36,0,0.18
46,OH,Plumwood MD,2012,MD,15g,83.9,5078,1,1,1,1,1,0,0.02,0.06,0,0
47,OH,Richmond Dale MD,2012,MD,15g,124.6,420,1,1,0.99,0.99,1,0,0,0.71,0.47,0
48,OH,South Bloomingville A NPV,2012,NPV-MD,5x10^11,81,719,0.98,1,0.93,0.98,0.87,0.43,0.01,1.65,0.39,3.38
49,OH,South Bloomingville B NPV,2012,NPV-MD,5x10^11,83.7,237,1,1,0.99,1,0.49,0.12,0,0.47,0.14,27.27
50,OH,South Bloomingville BTK,2012,Btk-MD,24BIUx1,82.5,6494,0.99,1,0.98,0.99,0.67,0.37,0.03,0.64,0.14,8.88
51,OH,South Bloomingville C NPV,2012,NPV-MD,5x10^11,85.8,85,1,1,1,1,0.73,0.06,0,0.18,0.03,36.76
52,OH,South Bloomingville MD A,2012,MD,6g,86.3,4622,0.97,1,1,0.96,0.58,0.51,0,0,0.56,6.19
53,OH,South Bloomingville MD B,2012,MD,15g,83.1,43305,0.98,1,0.99,0.98,0.39,0.28,0.01,0.18,0.31,9.84
54,OH,South Bloomingville MD C,2012,MD,6g,82.5,9361,0.97,0.99,0.88,0.86,1,0.09,0.03,0.36,0.44,0
55,OH,South Bloomingville MD D,2012,MD,15g,81.7,2001,0.95,0.99,0.99,0.99,1,0.24,0.06,0.04,0.03,0
56,OH,South Charleston Grd,2012,Btk,24BIUx1,109.2,1,,,,,,,,,,
57,OH,Springfield BTK,2012,Btk-MD,24BIUx1,116.3,114,1,1,1,1,0.99,0,0,0,0,4.63
58,OH,Springfield MD,2012,MD,6g,116.4,990,1,1,1,1,0.98,0,0.29,0,0,6.22
59,OH,Stoutsville BTK,2012,Btk,24BIUx2,80.7,19,1,1,0.06,1,1,0.01,0,100.39,0,0
60,OH,Vales Mills MD,2012,MD,6g,93.3,323,0.83,1,0.98,0.86,0.94,1.97,0,0.24,1.57,1.08
61,OH,West Mansfield Grd,2012,Btk,24BIUx1,69.3,1,,,,,,,,,,
62,OH,Williamsport Grd,2012,Btk,24BIUx1,83.4,1,,,,,,,,,,
63,OH,Zaleski BTK,2012,Btk-MD,24BIUx1,100,172,0.99,1,1,1,1,0.43,0,0.02,0.19,0
64,OH,Zaleski MD,2012,MD,6g,99.9,915,0.98,1,1,0.98,1,0.36,0,0.05,0.36,0
65,OH,Zanesfield A BTK,2012,Btk,24BIUx2,84,263,0.98,1,1,1,1,3.33,0.45,0.02,0.56,0
66,OH,Zanesfield B MD,2012,MD,6g,89.6,221,0.96,0.98,0.84,1,1,0.41,0.22,1.75,0,0
67,VA,Alton,2012,MD,6g,2.3,334,0.99,0.99,0.99,0.98,0.93,0.08,0.12,0.14,0.23,0.71
68,VA,Anawalt-VA,2012,MD,6g,-15,50084,0.93,0.08,0.54,0.54,-1,0.08,0.98,0.48,0.49,2.12
69,VA,Bradshaw-VA,2012,MD,6g,14.2,2648,0.94,0.99,0.96,0.94,0.94,1.12,0.22,0.68,1.04,1
70,VA,Broadford_A,2012,MD,6g,13.4,2999,0.99,0.98,0.80,0.97,0.95,0.12,0.48,4.26,0.61,1.03
71,VA,Broadford_B,2012,MD,6g,6.7,6340,0.99,0.98,0.97,0.98,0.90,0.18,0.26,0.43,0.27,1.27
72,VA,Danville,2012,MD,6g,10.1,606,1,0.96,0.27,0.59,0.42,0,0.07,1.43,0.81,1.14
73,VA,GHA 1,2012,MD,6g,-133.8,123,,,,,,,,,,
74,VA,GHA 2,2012,MD,6g,-135.2,123,,,,,,,,,,
75,VA,Hutchinson Rock,2012,MD,15g,-7.3,3009,0.91,0.94,0.90,0.85,0.83,0.51,0.36,0.58,0.88,1.02
76,VA,Mount Hermon,2012,MD,15g,7.7,1283,1,0.98,0.96,0.95,0.96,0,0.28,0.45,0.61,0.56
77,VA,Nebo,2012,MD,6g,-4,1537,0.96,1,0.90,0.71,0.51,0.16,0,0.43,1.25,2.09
78,VA,PGA 1,2012,MD,6g,-140.7,128,,,,,,,,,,
79,VA,Parkway Flakes 1,2012,MD,15g,-19.2,1568,0.98,0.99,0.82,0.76,0.87,0.11,0.07,0.84,1.09,0.61
80,VA,Parkway Flakes 2,2012,MD,15g,-24.3,2994,0.97,0.87,0.96,0.90,0.94,0.16,0.62,0.18,0.52,0.29
81,VA,Parkway SPLAT,2012,MD,15g,-21.6,11845,0.99,0.97,0.92,0.76,0.92,0.11,0.28,0.76,2.17,0.75
82,VA,RAR,2012,MD,6g,-148.5,128,,,,,,,,,,
83,VA,Saltville,2012,MD,15g,29.8,22819,1,1,1,0.98,0.99,0.09,0.46,0.61,4.95,2.55
84,WI,Barron1,2012,Btk,24BIUx2,26.8,226,0.81,0.83,0.94,1,1,2.91,2.58,0.98,0.08,0.01
85,WI,Barron2,2012,Btk,24BIUx2,28.2,1129,1,0.80,0.84,0.99,0.91,0.05,2.31,1.81,0.14,1.02
86,WI,Bayfield1,2012,Btk,24BIUx2,-3.1,243,0.58,0.60,0.86,0.62,0.59,1.15,1.12,0.38,1.06,1.12
87,WI,Bayfield3,2012,Btk,24BIUx2,1.5,231,0.93,0.78,0.71,0.81,0.85,0.18,0.52,0.70,0.47,0.36
88,WI,Bayfield7,2012,Btk,24BIUx2,13.1,498,0.95,0.88,0.92,0.88,0.73,0.18,0.46,0.29,0.45,1.02
89,WI,Buffalo1,2012,MD,6g,29.4,2034,1,0.99,0.89,0.93,0.99,0,0.05,0.90,0.58,0.11
90,WI,Burnett1,2012,Btk,24BIUx2,81.8,863,0.99,-0.57,-2.01,-0.81,-1.22,0,0.54,1.03,0.62,0.76
91,WI,Chippewa1,2012,Btk,24BIUx2,17.3,1196,0.96,0.97,1,0.99,0.99,1.42,1.17,0.09,0.32,0.40
92,WI,Chippewa11,2012,Btk,24BIUx2,-16.6,496,0.98,0.93,0.94,0.81,0.66,0.17,0.51,0.48,1.46,2.58
93,WI,Chippewa2,2012,Btk,24BIUx2,10.6,542,0.98,0.92,0.86,0.92,0.32,0.22,1,1.71,1.06,8.57
94,WI,Chippewa3,2012,Btk,24BIUx2,15.3,830,0.81,0.92,0.97,0.95,0.93,2.40,1.05,0.35,0.63,0.83
95,WI,Clark2,2012,Btk,24BIUx2,-64.7,719,0.65,0.05,0.65,,,0.27,0.74,0.27,,
96,WI,Clark7,2012,Btk,24BIUx2,-58.2,247,0.85,0.84,,,,0.44,0.47,,,
97,WI,Douglas1,2012,MD,6g,25.1,36990,0.95,0.83,0.91,1,0.91,0.11,0.40,0.21,0.01,0.22
98,WI,Douglas4,2012,Btk,24BIUx2,3.8,368,0.74,0.59,0.85,0.78,0.49,0.49,0.77,0.29,0.42,0.95
99,WI,Douglas6,2012,Btk,24BIUx2,4,375,0.92,0.70,0.34,0.81,0.73,0.12,0.44,0.96,0.28,0.39
100,WI,Douglas7,2012,MD,6g,38.1,7888,0.90,0.95,0.31,0.80,0.51,0.25,0.13,1.79,0.53,1.26
101,WI,Douglas8,2012,MD,6g,16.4,16210,0.91,0.95,0.98,0.88,0.75,0.24,0.13,0.06,0.33,0.72
102,WI,Dunn1,2012,MD,6g,15.5,12979,0.83,0.96,0.85,0.86,0.61,1.34,0.33,1.21,1.08,3.11
103,WI,Dunn2,2012,Btk-MD,24BIUx2,15.9,1592,0.96,0.99,0.96,0.97,0.91,0.84,0.19,0.93,0.66,1.80
104,WI,EauClaire1,2012,Btk,24BIUx2,0.8,987,0.90,0.97,0.98,0.95,0.95,1.71,0.58,0.35,0.81,0.75
105,WI,EauClaire10,2012,Btk,24BIUx2,-30.1,873,0.90,0.75,0.80,0.48,,0.25,0.62,0.50,1.27,
106,WI,EauClaire11,2012,MD,6g,-12,9022,0.87,0.94,0.87,0.53,0.55,0.42,0.21,0.42,1.52,1.44
107,WI,EauClaire12,2012,Btk,24BIUx2,-16.6,384,1,0.96,0.95,0.80,0.95,0.01,0.39,0.44,1.75,0.48
108,WI,EauClaire2,2012,Btk,24BIUx2,-5.5,541,1,0.95,0.94,0.86,0.94,0,0.89,1.10,2.73,1.07
109,WI,EauClaire5,2012,MD,6g,-6.5,17418,0.98,0.91,0.76,0.66,0.72,0.05,0.23,0.62,0.87,0.71
110,WI,EauClaire7,2012,NPV,5x10^11,-38.1,160,0.43,0.82,0.54,-0.12,,1.36,0.44,1.09,2.69,
111,WI,EauClaire8,2012,NPV,5x10^11,-27.9,169,0.69,0.71,0.36,0.82,0.88,1.04,0.96,2.15,0.60,0.41
112,WI,EauClaire9,2012,MD,6g,-3.7,5941,0.98,0.93,0.76,0.64,0.67,0.08,0.35,1.14,1.74,1.59
113,WI,Grant1,2012,Btk,24BIUx2,13.2,610,0.28,0.74,0.44,0.85,0.74,3.37,1.22,2.61,0.70,1.24
114,WI,Grant2,2012,Btk,24BIUx2,10.9,564,0.90,0.97,0.49,0.42,0.87,0.58,0.15,2.91,3.35,0.75
115,WI,Grant3,2012,Btk,24BIUx2,24.7,387,1,0.94,0.99,0.92,0.80,0,0.29,0.07,0.38,0.97
116,WI,Grant4,2012,Btk,24BIUx2,12.7,399,0.81,0.87,1,0.88,0.59,0.96,0.65,0.01,0.63,2.13
117,WI,Green1,2012,Btk,24BIUx2,-45.3,116,0.72,0.10,0.48,0.32,,0.23,0.73,0.42,0.55,
118,WI,Green2,2012,Btk,24BIUx2,-22.8,117,1,0.99,1,0.89,0.98,0.12,0.18,0.11,2.59,0.54
119,WI,Iowa1,2012,Btk,24BIUx2,-6.3,746,0.79,0.59,0.38,0.79,0.78,0.74,1.47,2.24,0.74,0.78
120,WI,Jackson1,2012,Btk,24BIUx2,-37.4,2757,0.92,0.70,0.74,-0.02,0.69,0.31,1.15,0.97,3.85,1.17
121,WI,Jackson10,2012,NPV,5x10^11,-40.9,575,0.88,0.94,,,,0.96,0.49,,,
122,WI,Jackson11,2012,Btk,24BIUx2,-38.7,378,0.36,0.84,0.47,0.32,,1.41,0.35,1.17,1.50,
123,WI,Jackson12,2012,NPV,5x10^11,-43.5,357,0.59,0.93,0.93,,,3.75,0.60,0.67,,
124,WI,Jackson13,2012,NPV,5x10^11,-45.7,581,0.59,0.94,0.84,,,4.28,0.60,1.71,,
125,WI,Jackson2,2012,Btk,24BIUx2,-41.3,733,0.80,-1.13,0.77,,,0.87,9.12,1,,
126,WI,Jackson9,2012,Btk,24BIUx2,-39.1,1345,-0.17,-0.75,0.69,0.18,,2.52,3.75,0.67,1.76,
127,WI,Lacrosse1,2012,MD,6g,-22.1,14347,0.91,0.95,0.81,0.45,0.15,0.11,0.06,0.25,0.69,1.07
128,WI,Lafayette1,2012,Btk,24BIUx2,11.7,454,0.93,0.91,0.92,-0.62,0.73,0.43,0.60,0.49,10.27,1.72
129,WI,Lafayette3,2012,Btk,24BIUx2,6.4,190,1,0.96,0.93,0.92,0.98,0,0.40,0.63,0.77,0.17
130,WI,Lafayette4,2012,Btk,24BIUx2,-0.6,896,0.59,0.81,0.05,0.85,0.63,1,0.46,2.31,0.37,0.91
131,WI,Lafayette5,2012,Btk,24BIUx2,8,145,-1.45,0.84,1,0.91,0.71,6.55,0.44,0,0.24,0.77
132,WI,Lafayette6,2012,Btk,24BIUx2,7.8,994,0.17,0.60,0.10,0.59,0.68,3.58,1.75,3.89,1.78,1.38
133,WI,Lafayette7,2012,Btk,24BIUx2,3.9,174,0.97,0.84,0.92,0.98,0.67,0.11,0.64,0.31,0.07,1.33
134,WI,Pepin1,2012,MD,6g,23.9,5505,1,0.98,0.93,0.96,0.87,0,0.21,0.62,0.38,1.16
135,WI,Polk1,2012,Btk,24BIUx2,94.7,1338,0.98,0.44,1,0.67,0.10,0.15,3.16,0,1.87,5.08
136,WI,Rusk1,2012,Btk,24BIUx2,27.5,498,0.99,0.92,0.95,0.89,0.90,0.17,1.30,0.72,1.65,1.63
137,WI,Rusk2,2012,MD,6g,32.3,4960,0.91,0.97,0.93,0.85,0.80,0.31,0.10,0.24,0.52,0.70
138,WI,Sawyer2,2012,Btk,24BIUx2,3.3,600,0.80,0.76,0.87,0.70,0.85,0.76,0.90,0.48,1.13,0.58
139,WI,Trempealeau1,2012,Btk-MD,24BIUx1,-9.9,565,1,0.97,0.96,0.70,0.86,0.03,0.21,0.23,1.83,0.86
140,WI,Trempealeau2,2012,Btk,24BIUx2,-24.4,206,0.64,0.95,0.75,0.51,0.53,1.56,0.20,1.09,2.09,2.04
141,WI,Trempealeau3,2012,MD,6g,-6.9,22771,0.97,0.84,0.82,0.40,0.52,0.08,0.38,0.43,1.45,1.16
142,WI,Trempealeau4,2012,Btk,24BIUx2,-25,288,-1.27,0.95,0.71,0.81,0.46,7.96,0.18,1.02,0.67,1.91
143,WI,Trempealeau5,2012,Btk,24BIUx2,-18.7,195,0.71,0.51,0.63,0.32,-0.38,0.34,0.57,0.43,0.79,1.61
144,WI,Trempealeau6,2012,Btk-MD,24BIUx1,-12.7,379,0.99,0.91,0.92,0.83,0.81,0.04,0.33,0.32,0.63,0.74
145,WI,Vernon1,2012,MD,6g,-7.1,15571,0.98,0.89,0.80,0.66,0.54,0.04,0.24,0.45,0.78,1.04
146,WI,Vernon2,2012,Btk,24BIUx2,-43.1,263,0.92,0.66,0.58,0.89,,0.21,0.90,1.12,0.30,
147,WI,vernon3,2012,Btk,24BIUx2,-38.6,98,0.72,0.39,0.57,0.23,,0.24,0.52,0.37,0.65,
148,WV,Anawalt-WV,2012,MD,6g,-14.8,38389,0.90,0.59,0.56,0.44,0.27,0.07,0.30,0.32,0.41,0.54
149,WV,Bradshaw,2012,MD,6g,13.1,2059,0.95,0.99,0.98,0.96,0.96,1.09,0.19,0.49,1,0.86
