id,State,Blockname,TreatYear,Treatment,Dosage,DistanceKm,Acres,T,T1,T2,T3,T4,C,C1,C2,C3,C4
37,IN,350 East Bt,2011,Btk-MD,24BIUx1,0.5,1501,0.99,0.99,0.89,0.95,0.31,0.07,0.04,0.52,0.23,3.27
38,IN,Bigler Rd,2011,MD,6g,30.3,565,1,0.79,0.93,1,1,0,5.83,0.61,0,0
39,IN,Hadley 11,2011,Btk,25BIUx2,-5.4,385,0.98,0.94,0.93,0.98,0.72,0.08,0.19,0.22,0.06,0.94
40,IN,Highland,2011,Btk,25BIUx2,2,731,0.89,1,0.89,1,1,0.76,0,0.74,0.03,0
41,IN,Koontz Lake,2011,MD,15g,11,957,1,0.94,0.79,0.99,0.99,0,0.33,1.23,0.03,0.04
42,IN,Kroemer Rd 11,2011,Btk,25BIUx2,-8.3,114,0.97,0.76,0.94,0.49,0.65,0.06,0.52,0.13,1.11,0.76
43,IN,Mississinewa North 1,2011,MD,6g,44.1,113,1,1,1,0.86,1,0,0,0.03,1.39,0
44,IN,Mississinewa North 2,2011,MD,6g,42.6,440,0.85,1,0.80,-0.47,1,1.11,0,0.59,4.41,0
45,IN,Mississinewa South 1,2011,MD,6g,54,747,1,0.80,0.40,1,1,0,1.36,1.66,0,0
46,IN,Mississinewa South 2,2011,MD,6g,51.4,734,1,1,0.76,1,1,0,0,0.72,0,
47,IN,Mississinewa South 3,2011,MD,6g,49.9,3564,1,0.78,0.54,1,1,0,2.15,1.80,0,
48,IN,Mississinewa South 4,2011,MD,6g,53.5,591,1,-0.23,0.36,1,1,0,16.84,3.21,0,
49,IN,Plymouth  2,2011,MD,6g,21.7,2311,0.90,1,0.90,0.58,0.83,0.38,0.01,0.38,1.56,0.62
50,IN,Plymouth  3,2011,MD,6g,16.8,483,0.99,1,0.96,1,0.94,0.02,0,0.13,0,0.21
51,IN,Plymouth 1,2011,MD,6g,11.1,7469,0.97,0.97,0.80,0.85,0.64,0.07,0.09,0.52,0.38,0.92
52,IN,Springrose Heath,2011,Btk,25BIUx2,14.5,73,1,1,1,0.96,1,0.01,0,0,1.09,0
53,IN,Tamerack Road,2011,MD,15g,8.4,73,0.80,0.51,0.91,0.76,0.98,0.77,1.88,0.35,0.93,0.10
54,IN,Upland  1,2011,MD,6g,55.5,395,1,1,0.87,1,0.23,0,0,0.43,,10.02
55,IN,Upland 2,2011,MD,6g,57.7,1037,1,1,0.89,1,0.71,0,0,0.24,,2.58
56,IN,Upland 3,2011,MD,6g,60.6,1092,1,1,1,1,1,0,0,0.01,,0
57,IN,Upland 4,2011,MD,6g,62.9,2855,1,1,0.79,1,1,0,0,0.77,,0
58,IN,Wren 1,2011,MD,6g,32.5,262,1,0.56,0.60,0.64,0.94,0,1.71,1.54,1.42,0.24
59,IN,Wren 2,2011,MD,6g,34.9,251,1,0.74,0.86,1,0.98,0,0.87,0.48,0,0.05
60,IN,Wren 3,2011,MD,6g,36.3,440,1,0.86,0.82,0.99,1,0,0.85,1.06,0.04,0
61,IN,Wren 4,2011,MD,6g,35.2,102,1,0.99,0.72,0.93,1,0,0.02,0.98,0.25,0
62,IN,Wren 5,2011,MD,6g,34.2,43,1,0.77,0.53,-0.82,0.92,0,0.38,0.78,3,0.14
63,IN,bremer rd 11,2011,Btk,25BIUx2,1.3,19,,,,,,,,,,
64,MN,Barrs Lake,2011,MD,6g,23.2,2349,0.95,0.61,0.65,0.86,1,0.11,0.91,0.82,0.32,0
65,MN,Beaver Bay,2011,MD,6g,-9.6,8622,0.99,0.98,0.95,0.87,0.87,0.06,0.10,0.21,0.56,0.56
66,MN,Carrol Trail,2011,MD,6g,34.8,6620,0.89,1,0.76,1,1,0.28,0,0.61,0,
67,MN,Central Hillside,2011,Btk-MD,24BIUx2,30.3,342,0.99,1,0.94,1,1,0.17,0.01,0.72,0,0
68,MN,City of Grant,2011,Btk,24BIUx2,110.2,848,0.99,1,0.99,1,1,5.60,0.47,2.27,0,0
69,MN,Coon Rapids,2011,Btk,24BIUx2,145.2,544,1,1,1,1,1,0,0,0,0,0
70,MN,Duluth,2011,MD,6g,32.9,8597,0.94,0.89,0.74,1,0.81,0.18,0.33,0.81,0,1.34
71,MN,Duluth Park Point,2011,MD,15g,29.9,484,0.79,0.76,0.82,0.80,1,0.23,0.26,0.20,0.22,0
72,MN,Finland,2011,MD,6g,-2.9,21244,0.94,0.92,0.83,0.66,0.91,0.11,0.16,0.33,0.64,0.17
73,MN,Fourmile Lake,2011,MD,6g,-2,19260,0.97,0.97,0.61,0.73,0.90,0.07,0.08,0.92,0.63,0.25
74,MN,Gooseberry Falls,2011,MD,6g,-5.1,8580,0.95,0.97,0.87,0.81,0.83,0.19,0.13,0.47,0.70,0.63
75,MN,Lakeside,2011,MD,6g,22.8,4870,0.93,0.85,0.65,-0.27,-0.90,0.20,0.42,1.03,3.69,9.56
76,MN,Minnetonka,2011,Btk,24BIUx2,147.2,136,1,1,1,1,1,0,0,0,0,0
77,MN,Proctor,2011,MD,6g,45.8,28554,0.96,0.99,0.74,-0.39,0.55,0.14,0.02,0.92,4.81,3.58
78,MN,Thompson Lake,2011,MD,6g,32.9,5028,0.94,0.99,0.60,-0.25,1,0.10,0.02,0.66,2.05,0
79,MN,Tofte,2011,MD,6g,-16.4,4153,0.93,0.94,0.92,0.98,0.61,0.15,0.14,0.18,0.05,0.86
80,NC,Hubert,2011,NPV,5x10^12,257.6,398,0.67,0.98,1,0.56,1,2.02,0.14,,3.75,
81,NC,Jonathan Crossroads,2011,MD,6g,15.3,1198,1,1,0.92,1,0.98,0,0,0.70,0.03,0.17
82,NC,Leasburg North,2011,MD,15g,16.9,3439,1,0.99,0.94,0.98,0.99,0.05,0.22,1.37,0.38,0.26
83,NC,Leasburg South,2011,MD,6g,18.4,5672,1,1,1,0.95,0.89,0,0,0.03,0.74,1.68
84,NC,Ruffin,2011,MD,6g,25.7,1252,1,-2,0.92,1,0.75,0,42.42,0.87,0,2.66
85,NC,Yanceyville North,2011,MD,6g,19.6,2886,1,1,0.99,0.98,0.99,0,0,0.47,0.74,0.46
86,NC,Yanceyville South,2011,MD,6g,22.1,958,0.93,1,0.93,0.77,0.92,1.96,0,1.82,6.03,1.99
87,OH,Byer MD,2011,MD,6g,121.9,753,1,0.55,1,1,0.98,0,4.89,0,0,0.22
88,OH,Chillicothe East BTK,2011,Btk-MD,24BIUx1,104.6,1078,0.98,0.43,0.99,0.98,0.64,1.59,39.40,1.02,1.33,24.78
89,OH,Chillicothe East MD,2011,MD,15g,104.7,3011,0.95,0.19,0.99,0.98,0.46,1.94,34.77,0.73,0.74,23.16
90,OH,Clifton Ground,2011,Btk,24BIUx1,121.9,7,,,,,,,,,,
91,OH,Convoy A MD,2011,MD,6g,29,88,1,-0.83,0.83,-0.47,-8.83,0,7.03,0.67,5.67,71.06
92,OH,Convoy B MD,2011,MD,6g,29.8,98,1,0.84,-1.18,-0.18,0.98,0,0.15,2.04,1.10,0.04
93,OH,Cridersville MD,2011,MD,6g,63.9,7614,1,1,0.34,0.73,0.89,0,0.01,1.39,0.56,0.24
94,OH,Five Points Ground,2011,Btk,24BIUx1,90.3,10,0.93,1,1,1,1,15.16,0,0,0,0
95,OH,Hallsville A MD,2011,MD,6g,96.3,10515,0.92,0.96,0.95,0.97,0.84,0.70,0.34,0.46,0.22,1.39
96,OH,Hallsville B MD,2011,MD,15g,99.2,7382,0.97,0.98,0.87,0.61,0.33,0.16,0.12,0.65,1.88,3.21
97,OH,Hallsville BTK,2011,Btk-MD,24BIUx1,96.8,1834,0.99,1,0.99,1,0.93,0.23,0.03,0.09,0.05,1.11
98,OH,Huntsville A MD,2011,MD,6g,90.2,378,0.93,1,-0.72,-0.49,1,0.08,0,1.88,1.63,0
99,OH,Huntsville B MD,2011,MD,6g,91.1,204,1,1,0.37,-0.84,1,0,0,1.91,5.56,0
100,OH,Kettering MD,2011,MD,6g,157.7,880,1,1,0.87,0.88,1,0,0,2.20,9.86,0
101,OH,Kingscreek BTK,2011,Btk,24BIUx2,88.1,80,1,0.92,0.84,0.88,1,0,1.74,2.25,2.05,0
102,OH,Latham MD,2011,MD,6g,148.2,931,1,1,1,1,1,0,0,0,0,0.04
103,OH,Morgantown BTK,2011,Btk-MD,24BIUx1,127.4,253,-0.10,1,1,1,0.96,45.67,0,0,0,1.42
104,OH,Morgantown MD,2011,MD,6g,128.2,1415,-0.55,1,1,1,0.94,33.41,0,0,0,1.12
105,OH,Oakwood MD,2011,MD,6g,24.8,861,1,1,0.33,-0.50,1,0,0,1.56,3.52,0
106,OH,Plumwood A Ground,2011,Btk,24BIUx1,82,6,,,,,,,,,,
107,OH,Plumwood B Ground,2011,Btk,24BIUx1,81.7,4,,,,,,,,,,
108,OH,Rio Grande MD,2011,MD,6g,105.7,854,0.99,0.92,0.40,0.99,1,0.15,1.46,11.25,0.30,0
109,OH,Saint Paris Ground,2011,Btk,24BIUx1,110.9,3,0.98,1,0.99,0.98,0.99,1.42,0,0.26,1.46,1.71
110,OH,Scott MD,2011,MD,6g,27.4,434,0.99,0.96,0.76,0.70,0.75,0.03,0.12,0.75,0.92,1.26
111,OH,Springfield MD,2011,MD,6g,116.5,347,1,1,0.98,0.90,0.83,0,0,0.17,1.15,2.33
112,OH,Thackery MD,2011,MD,6g,116.8,209,1,1,0.90,0.88,1,0,0,0.80,3.03,0
113,OH,Vales Mills BTK,2011,Btk,24BIUx2,93.8,357,0.96,0.98,1,1,0.98,3.37,1.45,0,0.45,1.99
114,OH,Waverly North MD,2011,MD,6g,123.1,3800,0.98,1,1,1,0.84,0.42,0,0.01,0.04,2.04
115,OH,Wren A MD,2011,MD,6g,33,57,1,0.99,0.91,0.99,0.88,0,0.05,0.60,0.08,0.77
116,OH,Wren B MD,2011,MD,6g,37.2,265,0.95,1,0.89,0.99,1,0.94,0,0.85,0.10,0
117,VA,Austinville,2011,MD,15g,-26.3,763,0.97,0.95,0.82,0.82,0.96,0.21,0.33,1.34,1.34,0.28
118,VA,Cedar Springs,2011,MD,6g,-1.8,495,0.99,0.90,0.93,1,0.98,0.24,1.15,0.76,0.01,0.23
119,VA,Ingram,2011,MD,6g,-5.7,644,0.83,0.99,-1.02,,0.44,0.27,0.01,3.20,,0.89
120,VA,Konnarock,2011,MD,6g,28.6,2159,0.98,1,0.95,0.66,0.95,0.87,0,0.96,9.26,0.96
121,VA,Konnarock A,2011,MD,6g,28.7,973,1,0.92,1,1,1,0.17,3.20,0,0.18,0.13
122,VA,Meadows of Dan,2011,MD,15g,-8.9,1605,0.96,0.99,0.96,0.91,0.93,0.54,0.10,0.53,1.32,1.04
123,VA,Meadows of Dan_Btk,2011,Btk-MD,24BIUx1,-9.1,439,0.98,1,0.98,0.97,0.94,0.59,0.08,0.52,0.83,1.39
124,VA,Oak Level,2011,MD,6g,-10.7,448,1,0.84,,,,0.01,0.30,,,
125,VA,Pounding Mill,2011,MD,6g,16.1,1382,1,1,0.99,1,0.97,0.31,0.21,1.69,0.58,4.53
126,VA,Pounding Mill BTK,2011,Btk-MD,24BIUx1,16.6,144,1,1,1,1,0.99,0.23,0.92,1.91,0.53,7.15
127,VA,Pounding Mill_2,2011,MD,6g,14.7,1035,0.98,0.99,0.93,0.98,0.94,0.17,0.06,0.49,0.18,0.46
128,VA,Ringgold BTK,2011,Btk,24BIUx2,5.5,56,0.94,0.95,1,0.99,1,15.74,13.55,0.51,3.82,0.08
129,VA,Rural Retreat,2011,MD,15g,-13.4,2494,0.96,0.96,-0.02,0.85,0.32,0.06,0.05,1.30,0.20,0.88
130,VA,SPLAT 1,2011,MD,6g,-151.2,62,,,,,,,,,,
131,VA,SPLAT 2,2011,MD,6g,-146.5,62,,,,,,,,,,
132,VA,SPLAT Organic 1,2011,MD,6g,-151.5,62,,,,,,,,,,
133,VA,SPLAT Organic-2,2011,MD,6g,-148.3,62,,,,,,,,,,
134,VA,South Boston,2011,MD,6g,-7.2,737,1,0.99,,0.04,0.81,0,0.01,,1.26,0.25
135,VA,Spring Garden,2011,Btk,24BIUx1,-6.6,528,1,0.26,0.87,,0.58,0,2.76,0.49,,1.54
136,VA,Stuart,2011,MD,6g,-11.5,931,0.86,0.99,0.96,0.87,0.88,0.55,0.06,0.15,0.52,0.46
137,VA,Whitmell,2011,MD,6g,6.4,471,0.95,0.93,0.53,0.97,0.71,0.36,0.52,3.79,0.21,2.33
138,VA,Whitmell BTK,2011,Btk,24BIUx2,-0.2,519,1,0.99,0.97,0.99,0.94,0.11,0.27,1.32,0.47,2.60
139,WI,Ashland1,2011,Btk,24BIUx1,-37.6,512,0.68,0.28,0.42,,,0.53,1.18,0.96,,
140,WI,Ashland2,2011,Btk,24BIUx1,-37.2,587,0.17,0.39,0.23,,,1.27,0.93,1.18,,
141,WI,Bayfield1,2011,MD,6g,-41.2,3462,0.60,0.56,0.51,,,0.54,0.58,0.66,,
142,WI,Bayfield11,2011,Btk,24BIUx1,-25.8,2101,0.82,0.81,0.60,,,0.58,0.58,1.26,,
143,WI,Bayfield12,2011,Btk,24BIUx2,13.1,521,0.84,0.99,0.99,1,0.92,1.08,0.07,0.07,0.02,0.55
144,WI,Bayfield13,2011,Btk,24BIUx2,11.8,258,0.90,0.90,0.91,0.94,0.95,0.71,0.72,0.60,0.40,0.35
145,WI,Bayfield2,2011,Btk,24BIUx2,-27.4,1519,0.38,0.82,0.75,,0.81,3.21,0.91,1.28,,0.99
146,WI,Bayfield3,2011,Btk,24BIUx2,-12,870,0.71,0.84,0.92,0.66,0.51,0.84,0.46,0.23,1,1.44
147,WI,Bayfield4,2011,Btk,24BIUx2,-10.8,655,0.87,0.94,0.98,0.70,0.57,0.70,0.33,0.13,1.58,2.32
148,WI,Bayfield5,2011,Btk,24BIUx1,-36.5,349,0.62,0.58,0.58,,,0.88,0.97,0.96,,
149,WI,Bayfield6,2011,Btk,24BIUx1,-33.4,307,0.58,0.13,0.51,,,1.13,2.32,1.31,,
150,WI,Bayfield7,2011,Btk,24BIUx1,-39.2,283,0.04,0.67,0.58,,,2.50,0.85,1.08,,
151,WI,Bayfield8,2011,Btk,24BIUx1,-32.4,1408,0.52,0.78,0.66,,,1.52,0.69,1.08,,
152,WI,Bayfield9,2011,Btk,24BIUx1,-24.3,759,0.60,0.34,0.26,,,0.84,1.38,1.56,,
153,WI,Burnett1,2011,MD,15g,74.1,863,0.99,1,1,0.98,0.92,0.06,0,0,0.11,0.46
154,WI,Chippewa1,2011,Btk,24BIUx2,3.3,519,0.92,0.41,0.90,0.89,0.85,0.99,7.14,1.21,1.37,1.78
155,WI,Chippewa2,2011,MD,6g,4.2,3921,0.90,0.97,0.81,0.81,0.83,0.55,0.16,1.02,1.02,0.92
156,WI,Chippewa3,2011,Btk,24BIUx2,21.6,738,0.98,0.89,0.94,0.96,0.95,0.38,2,1.22,0.68,0.88
157,WI,Chippewa4,2011,Btk,24BIUx2,-28.2,307,0.95,0.98,0.90,0.94,0.95,0.36,0.16,0.68,0.39,0.37
158,WI,Chippewa5,2011,Btk,24BIUx2,5.5,467,0.94,0.82,0.99,0.93,0.98,1.30,3.93,0.27,1.54,0.45
159,WI,Chippewa6,2011,Btk,24BIUx2,-8.6,1285,0.99,0.74,0.93,0.97,0.97,0.11,4.95,1.41,0.55,0.57
160,WI,Clark1,2011,Btk,24BIUx2,-47.8,347,0.92,0.42,0.77,,,0.27,1.85,0.74,,
161,WI,Clark2,2011,Btk,24BIUx1,-63.5,1530,0.81,0.72,0.90,0.93,,1.07,1.59,0.59,0.40,
162,WI,Clark20,2011,MD,6g,-55.6,10013,0.92,0.92,0.73,0.46,,0.24,0.23,0.76,1.53,
163,WI,Clark21,2011,MD,6g,-46,19678,0.87,0.89,0.53,0.76,0.67,0.54,0.47,1.93,0.98,1.34
164,WI,Clark3,2011,NPV-MD,5x10^11,-55.2,489,1,0.99,0.89,0.79,,0.03,0.06,0.65,1.26,
165,WI,Clark5,2011,Btk,24BIUx2,-49.2,234,0.89,0.83,0.84,0.31,,0.36,0.54,0.51,2.18,
166,WI,Clark6,2011,NPV,5x10^11,-57.5,479,-0.42,0.24,0.79,0.60,,3.46,1.84,0.50,0.98,
167,WI,Douglas15,2011,MD,6g,41.1,39683,0.95,0.96,0.59,0.43,0.28,0.17,0.14,1.40,1.96,8.63
168,WI,Douglas3,2011,MD,6g,14.5,1559,0.91,0.96,0.80,0.98,0.72,0.38,0.17,0.86,0.08,1.21
169,WI,Dunn98,2011,MD,6g,36.4,2264,0.97,1,0.90,0.92,0.97,0.18,0.03,0.64,0.53,0.17
170,WI,Dunn99,2011,MD,6g,28.5,10550,0.97,0.96,0.92,0.88,0.74,0.24,0.32,0.69,1.04,2.31
171,WI,EauClaire1,2011,Btk,24BIUx2,-8.4,428,0.99,1,0.96,0.97,0.93,0.43,0.15,1.07,0.99,2.03
172,WI,EauClaire2,2011,Btk,24BIUx2,-13.3,1663,0.97,0.91,0.92,0.92,0.87,0.30,0.92,0.81,0.89,1.35
173,WI,EauClaire4,2011,Btk,24BIUx2,-33.3,467,0.77,0.86,0.84,0.74,0.70,1.21,0.78,0.88,1.39,1.60
174,WI,EauClaire5,2011,NPV,5x10^11,-41.4,248,0.55,0.70,0.99,0.97,0.85,1.99,1.33,0.05,0.11,0.65
175,WI,EauClaire6,2011,NPV,5x10^11,-45.7,341,0.89,0.80,0.96,1,,0.76,1.40,0.28,0.03,
176,WI,EauClaire7,2011,MD,6g,-39.7,15176,0.97,0.97,0.93,0.86,0.67,0.16,0.16,0.37,0.76,1.80
177,WI,Grant1,2011,MD,6g,-5.2,10671,0.93,0.98,0.75,0.79,0.43,0.22,0.06,0.76,0.63,1.76
178,WI,Grant3,2011,Btk,24BIUx2,17.3,673,0.80,0.86,0.97,-1.10,0.80,0.67,0.48,0.11,7.17,0.68
179,WI,Green1,2011,Btk,24BIUx1,-45.3,479,-0.46,0.70,-0.34,0.36,0.10,0.92,0.19,0.84,0.40,0.56
180,WI,Green2,2011,Btk,24BIUx1,-28.2,166,0.68,0.91,0.63,0.94,0.72,0.57,0.17,0.67,0.11,0.51
181,WI,Green3,2011,Btk,24BIUx1,-32.2,301,0.14,0.58,0.42,-0.49,-1.31,0.88,0.43,0.60,1.53,2.36
182,WI,Green4,2011,Btk,24BIUx1,-22.7,85,-13.30,0.95,0.91,0.95,-0.40,27.75,0.09,0.18,0.10,2.73
183,WI,Iowa19,2011,Btk,24BIUx1,-39.6,270,0.53,0.52,0.72,0.41,0.09,0.48,0.50,0.29,0.61,0.94
184,WI,Iowa5,2011,Btk,24BIUx2,-14.3,955,0.52,0.72,0.69,0.57,-0.79,0.77,0.44,0.49,0.69,2.87
185,WI,Iowa6,2011,Btk,24BIUx2,-14.2,702,0.66,0.81,0.76,0.81,0.10,0.66,0.36,0.45,0.36,1.72
186,WI,Iowa7,2011,Btk,24BIUx2,-13.8,676,0.82,0.96,0.94,0.90,0.86,0.36,0.07,0.12,0.21,0.29
187,WI,Iowa8,2011,Btk,24BIUx2,-15.8,905,0.62,0.92,0.85,0.99,0.81,0.68,0.15,0.26,0.02,0.34
188,WI,Iowa9,2011,Btk,24BIUx2,-9.7,1005,0.80,0.91,0.48,0.29,0.70,0.48,0.23,1.28,1.75,0.73
189,WI,Jackson1,2011,Btk,24BIUx2,-39.5,3295,0.85,0.85,0.43,0.70,0.61,1.03,1.06,3.95,2.11,2.71
190,WI,Jackson12,2011,NPV,5x10^11,-41.6,546,0,0.78,0.72,0.70,,2.35,0.51,0.67,0.71,
191,WI,Jackson13,2011,Btk,24BIUx2,-30.3,473,0.83,0.65,0.02,0.81,0.86,0.85,1.77,4.89,0.96,0.70
192,WI,Jackson2,2011,NPV,5x10^11,-46.9,287,-5.14,-0.79,0.74,0.25,,14,4.07,0.60,1.72,
193,WI,Jackson20,2011,MD,6g,-31.2,16269,0.95,0.93,0.76,0.40,0.11,0.21,0.31,1.03,2.60,3.88
194,WI,Jackson3,2011,NPV,5x10^11,-41.4,336,-2.96,-0.20,0.70,,,6.98,2.12,0.53,,
195,WI,Jackson4,2011,Btk,24BIUx1,-32.4,950,0.98,0.96,0.85,0.08,-0.02,0.06,0.17,0.61,3.67,4.08
196,WI,Jackson5,2011,Btk,24BIUx1,-31.1,725,0.99,0.99,0.96,0.88,,0.11,0.06,0.37,1.22,
197,WI,Lacrosse1,2011,Btk,24BIUx2,-17,768,1,0.96,0.95,0.98,0.94,0.04,0.30,0.42,0.19,0.47
198,WI,Lacrosse2,2011,Btk,24BIUx2,0.4,423,0.98,0.73,0.86,0.67,0.92,0.24,3.25,1.62,3.94,1
199,WI,Lafayette1,2011,Btk,24BIUx2,1.1,1232,0.73,0.77,0.95,-0.84,0.86,0.46,0.39,0.09,3.07,0.24
200,WI,Polk1,2011,Btk,24BIUx2,97.8,778,1,1,1,1,0.98,0.01,0.04,0.06,0.11,1.19
201,WI,Richland1,2011,Btk,24BIUx1,-29.1,380,0.91,0.64,0.92,0.75,0.84,0.22,0.85,0.18,0.60,0.37
202,WI,Richland2,2011,Btk,24BIUx1,-36.9,282,0.83,0.54,0.53,0.61,-0.43,0.49,1.31,1.36,1.12,4.11
203,WI,Richland3,2011,Btk,24BIUx1,-39.5,338,0.69,-0.98,-0.30,-1.21,0.39,0.49,3.12,2.06,3.49,0.97
204,WI,Richland4,2011,Btk,24BIUx1,-39.8,333,0.83,-1.37,-0.11,-1.01,0.52,0.35,4.69,2.20,3.98,0.94
205,WI,Richland5,2011,Btk,24BIUx1,-36.2,192,0.78,0.63,0.43,-0.10,-0.10,0.33,0.54,0.84,1.60,1.60
206,WI,Richland6,2011,Btk,24BIUx2,-13.8,352,0.85,0.90,0.82,0.79,0.91,0.39,0.27,0.46,0.53,0.23
207,WI,Rusk2,2011,Btk,24BIUx2,25.3,937,0.98,0.84,0.59,0.45,0.96,0.05,0.51,1.26,1.70,0.12
208,WI,Sawyer1,2011,MD,6g,-27.2,8412,0.87,0.98,0.83,0.48,0.68,0.35,0.07,0.45,1.37,0.83
209,WI,Sawyer15,2011,MD,6g,12.2,53718,0.97,0.96,0.77,0.63,0.65,0.04,0.06,0.37,0.59,0.56
210,WI,Sawyer16,2011,MD,6g,23.8,6793,0.88,0.88,0.58,0.84,0.63,0.28,0.27,0.94,0.36,0.82
211,WI,Trempealeau1,2011,Btk,24BIUx2,-17.3,770,0.92,0.94,0.93,0.92,0.89,0.63,0.45,0.57,0.62,0.88
212,WI,Trempealeau2,2011,Btk,24BIUx2,-9.2,716,0.87,1,0.98,0.97,0.84,1.46,0.05,0.28,0.33,1.83
213,WI,Trempealeau3,2011,Btk,24BIUx2,-3.3,637,0.92,1,0.99,0.99,0.96,2.54,0,0.24,0.46,1.47
214,WI,Trempealeau4,2011,Btk,24BIUx2,-0.6,462,0.93,0.82,0.39,0.96,0.77,0.33,0.83,2.75,0.19,1.04
215,WI,Vernon1,2011,Btk,24BIUx2,-38.4,71,-0.05,0.91,0.65,0.56,0.24,0.68,0.06,0.23,0.28,0.49
216,WI,Vernon2,2011,Btk,24BIUx1,-35.4,193,-0.23,0.56,0.53,0.88,0.72,2.13,0.77,0.82,0.21,0.49
